"","revenue_category","subcategory","category","fiscal_year","Categorical.Citywide.Rev","FY_CPI","Adjusted.Categorical.Citywide.Rev"
"45","State Grants and Contracts--Categorical","Environmental Protection","Environmental Protection",2023,2945000,299.6855,3042144
"46","State Grants and Contracts--Categorical","Transportation Services","Transportation Services",2023,280365000,299.6855,289613189
"47","State Grants and Contracts--Categorical","Parks, Recreation and Cultural Activities","Parks, Recreation and Cultural Activities",2023,1681000,299.6855,1736450
"48","State Grants and Contracts--Categorical","Housing","Housing",2023,611000,299.6855,631155
"49","State Grants and Contracts--Categorical","Health","Health",2023,511022000,299.6855,527878698
"50","State Grants and Contracts--Categorical","City University","City University",2023,245100000,299.6855,253184929
"51","State Grants and Contracts--Categorical","General Debt Service Fund","General Debt Service Fund",2023,0,299.6855,0
"52","Non-Governmental Grants","General Government","General Government",2023,320924000,299.6855,331510078
"53","Non-Governmental Grants","Public Safety and Judicial","Public Safety and Judicial",2023,265494000,299.6855,274251651
"54","Non-Governmental Grants","Education","Education",2023,202996000,299.6855,209692076
"55","Non-Governmental Grants","Social Services","Social Services",2023,6615000,299.6855,6833204
"56","Non-Governmental Grants","Environmental Protection","Environmental Protection",2023,11572000,299.6855,11953717
"57","Non-Governmental Grants","Transportation Services","Transportation Services",2023,2299000,299.6855,2374835
"58","Non-Governmental Grants","Parks, Recreation and Cultural Activities","Parks, Recreation and Cultural Activities",2023,12859000,299.6855,13283170
"59","Non-Governmental Grants","Housing","Housing",2023,8283000,299.6855,8556225
"60","Non-Governmental Grants","Health","Health",2023,38305000,299.6855,39568538
"61","Non-Governmental Grants","Libraries","Libraries",2023,0,299.6855,0
"62","Non-Governmental Grants","City University","City University",2023,15684000,299.6855,16201356
"63","Provision for Disallowances Federal, State and Other Aid","Provision for Disallowances Federal, State and Other Aid","Provision for Disallowances Federal, State and Other Aid",2023,-13374000,299.6855,-13815158
"64","Unrestricted Federal and State Aid","Intergovernmental Aid","Intergovernmental Aid",2023,186282000,299.6855,192426744
"65","Charges for Services","General Government Charges","General Government Charges",2023,847921000,299.6855,875890732
"66","Charges for Services","Water and Sewer","Water and Sewer",2023,1710007000,299.6855,1766413714
"67","Charges for Services","Housing","Housing",2023,15793000,299.6855,16313952
"68","Charges for Services","Rental Income","Rental Income",2023,266036000,299.6855,274811529
"69","Investment Income","Investment Income","Investment Income",2023,508143000,299.6855,524904731
"70","Licenses, Permits, Privileges and Franchises","Licenses","Licenses",2023,78991000,299.6855,81596617
"71","Licenses, Permits, Privileges and Franchises","Permits","Permits",2023,290503000,299.6855,300085604
"72","Licenses, Permits, Privileges and Franchises","Privileges and Franchises","Privileges and Franchises",2023,393537000,299.6855,406518309
"73","Fines and Forfeitures","Fines","Fines",2023,1453989000,299.6855,1501950641
"74","Fines and Forfeitures","Forfeitures","Forfeitures",2023,1304000,299.6855,1347014
"75","Miscellaneous","Miscellaneous","Miscellaneous",2023,674796000,299.6855,697054988
"76","Pollution Remediation-Bond Sales","Pollution Remediation-Bond Sales","Pollution Remediation-Bond Sales",2023,169391000,299.6855,174978573
"77","Transfer from General Debt Service Fund","Transfer from General Debt Service Fund","Transfer from General Debt Service Fund",2023,48047000,299.6855,49631890
"78","Transfer from Nonmajor Debt Service Fund","Transfer from Nonmajor Debt Service Fund","Transfer from Nonmajor Debt Service Fund",2023,240623000,299.6855,248560250
"79","Taxes","Real Estate Taxes","Real Estate Taxes",2022,29582214000,282.025,32471573691
"80","Taxes","Sales and Use Taxes","General Sales",2022,8560405000,282.025,9396518522
"81","Taxes","Sales and Use Taxes","Cigarette",2022,20465000,282.025,22463861
"82","Taxes","Sales and Use Taxes","Commercial Motor Vehicle",2022,62072000,282.025,68134708
"83","Taxes","Sales and Use Taxes","Mortgage",2022,1336023000,282.025,1466515295
"84","Taxes","Sales and Use Taxes","Stock Transfer",2022,0,282.025,0
"85","Taxes","Sales and Use Taxes","Auto Use",2022,28572000,282.025,31362690
"86","Taxes","Sales and Use Taxes","Other",2022,755000,282.025,828743
"87","Taxes","Personal Income Taxes","Personal Income Taxes",2022,16733563000,282.025,18367966781
"88","Taxes","Income Taxes, Other","General Corporation",2022,6177190000,282.025,6780529689
"89","Taxes","Income Taxes, Other","Financial Corporation",2022,63645000,282.025,69861347
"90","Taxes","Income Taxes, Other","Unincorporated Business",2022,2668960000,282.025,2929643174
"91","Taxes","Income Taxes, Other","Pass-through Entity Tax",2022,0,282.025,0
"92","Taxes","Income Taxes, Other","Personal Income- (Non-Resident City Employees)",2022,211662000,282.025,232335492
"93","Taxes","Income Taxes, Other","Utility",2022,401870000,282.025,441121524
"94","Taxes","Other Taxes","Payments in Lieu of Taxes",2022,455375000,282.025,499852475
"95","Taxes","Other Taxes","Hotel Room Occupancy",2022,354711000,282.025,389356401
"96","Taxes","Other Taxes","Commercial Rents",2022,956613000,282.025,1050047489
"97","Taxes","Other Taxes","Horse Race Admissions",2022,9000,282.025,9879
"98","Taxes","Other Taxes","Conveyance of Real Property",2022,1918387000,282.025,2105760064
"99","Taxes","Other Taxes","Beer and Liquor Excise",2022,24967000,282.025,27405582
"100","Taxes","Other Taxes","Taxi Medallion Transfer",2022,735000,282.025,806789
"101","Taxes","Other Taxes","Off-Track Betting Surtax",2022,414000,282.025,454436
"102","Taxes","Other Taxes","Surcharge on Liquor Licenses",2022,1665000,282.025,1827624
"103","Taxes","Other Taxes","Coin-operated Amusement Devices",2022,0,282.025,0
"104","Taxes","Other Taxes","Refunds of Other Taxes",2022,-59602000,282.025,-65423458
"105","Taxes","Other Taxes","Other",2022,685000,282.025,751905
"106","Taxes","Penalties and Interest on Delinquent Taxes","Penalties and Interest on Real Estate Taxes",2022,101719000,282.025,111654118
"107","Taxes","Penalties and Interest on Delinquent Taxes","Refunds--Penalties and Interest on Other Taxes",2022,-6194000,282.025,-6798982
"108","Federal Grants and Contracts--Categorical","General Government","General Government",2022,5802521000,282.025,6369265946
"109","Federal Grants and Contracts--Categorical","Public Safety and Judicial","Public Safety and Judicial",2022,272260000,282.025,298852231
"110","Federal Grants and Contracts--Categorical","Education","Education",2022,4898685000,282.025,5377150303
"111","Federal Grants and Contracts--Categorical","Social Services","Social Services",2022,2492457000,282.025,2735900739
"112","Federal Grants and Contracts--Categorical","Environmental Protection","Environmental Protection",2022,6394000,282.025,7018516
"113","Federal Grants and Contracts--Categorical","Transportation Services","Transportation Services",2022,124527000,282.025,136689825
"114","Federal Grants and Contracts--Categorical","Parks, Recreation, and Cultural Activities","Parks, Recreation, and Cultural Activities",2022,515000,282.025,565301
"115","Federal Grants and Contracts--Categorical","Housing","Housing",2022,629799000,282.025,691312849
"116","Federal Grants and Contracts--Categorical","Health","Health",2022,708830000,282.025,778062980
"117","Federal Grants and Contracts--Categorical","Libraries","Libraries",2022,24000,282.025,26344
"118","Federal Grants and Contracts--Categorical","City University","City University",2022,111359000,282.025,122235678
"119","State Grants and Contracts--Categorical","General Government","General Government",2022,1128970000,282.025,1239238975
"120","State Grants and Contracts--Categorical","Public Safety and Judicial","Public Safety and Judicial",2022,85236000,282.025,93561187
"121","State Grants and Contracts--Categorical","Education","Education",2022,11942729000,282.025,13109201522
"122","State Grants and Contracts--Categorical","Social Services","Social Services",2022,1776925000,282.025,1950481160
"123","State Grants and Contracts--Categorical","Environmental Protection","Environmental Protection",2022,12996000,282.025,14265348
"124","State Grants and Contracts--Categorical","Transportation Services","Transportation Services",2022,239987000,282.025,263427056
"125","State Grants and Contracts--Categorical","Parks, Recreation and Cultural Activities","Parks, Recreation and Cultural Activities",2022,754000,282.025,827645
"126","State Grants and Contracts--Categorical","Housing","Housing",2022,614000,282.025,673971
"127","State Grants and Contracts--Categorical","Health","Health",2022,421137000,282.025,462270374
"128","State Grants and Contracts--Categorical","City University","City University",2022,238055000,282.025,261306354
"129","State Grants and Contracts--Categorical","General Debt Service Fund","General Debt Service Fund",2022,0,282.025,0
"130","Non-Governmental Grants","General Government","General Government",2022,492625000,282.025,540740764
"131","Non-Governmental Grants","Public Safety and Judicial","Public Safety and Judicial",2022,25273000,282.025,27741469
"132","Non-Governmental Grants","Education","Education",2022,154471000,282.025,169558521
"133","Non-Governmental Grants","Social Services","Social Services",2022,-742000,282.025,-814473
"134","Non-Governmental Grants","Environmental Protection","Environmental Protection",2022,7558000,282.025,8296206
"135","Non-Governmental Grants","Transportation Services","Transportation Services",2022,2204000,282.025,2419270
"136","Non-Governmental Grants","Parks, Recreation and Cultural Activities","Parks, Recreation and Cultural Activities",2022,12089000,282.025,13269759
"137","Non-Governmental Grants","Housing","Housing",2022,8700000,282.025,9549748
"138","Non-Governmental Grants","Health","Health",2022,16507000,282.025,18119275
"139","Non-Governmental Grants","Libraries","Libraries",2022,113000,282.025,124037
"140","Non-Governmental Grants","City University","City University",2022,18099000,282.025,19866769
"141","Provision for Disallowances Federal, State and Other Aid","Provision for Disallowances Federal, State and Other Aid","Provision for Disallowances Federal, State and Other Aid",2022,-34846000,282.025,-38249485
"142","Unrestricted Federal and State Aid","Intergovernmental Aid","Intergovernmental Aid",2022,498400000,282.025,547079821
"143","Charges for Services","General Government Charges","General Government Charges",2022,849742000,282.025,932738164
"144","Charges for Services","Water and Sewer","Water and Sewer",2022,1574864000,282.025,1728684419
"145","Charges for Services","Housing","Housing",2022,23144000,282.025,25404525
"146","Charges for Services","Rental Income","Rental Income",2022,249020000,282.025,273342329
"147","Investment Income","Investment Income","Investment Income",2022,16022000,282.025,17586904
"148","Licenses, Permits, Privileges and Franchises","Licenses","Licenses",2022,67942000,282.025,74578044
"149","Licenses, Permits, Privileges and Franchises","Permits","Permits",2022,294604000,282.025,323378619
"150","Licenses, Permits, Privileges and Franchises","Privileges and Franchises","Privileges and Franchises",2022,288656000,282.025,316849664
"151","Fines and Forfeitures","Fines","Fines",2022,1229072000,282.025,1349118157
"152","Fines and Forfeitures","Forfeitures","Forfeitures",2022,1407000,282.025,1544425
"153","Miscellaneous","Miscellaneous","Miscellaneous",2022,508948000,282.025,558658067
"154","Pollution Remediation-Bond Sales","Pollution Remediation-Bond Sales","Pollution Remediation-Bond Sales",2022,147672000,282.025,162095448
"155","Transfer from General Debt Service Fund","Transfer from General Debt Service Fund","Transfer from General Debt Service Fund",2022,50861000,282.025,55828705
"156","Transfer from Nonmajor Debt Service Fund","Transfer from Nonmajor Debt Service Fund","Transfer from Nonmajor Debt Service Fund",2022,234594000,282.025,257507310
"157","Taxes","Real Estate Taxes","Real Estate Taxes",2021,31464469000,263.1505,37014891223
"158","Taxes","Sales and Use Taxes","General Sales",2021,6587154000,263.1505,7749146785
"159","Taxes","Sales and Use Taxes","Cigarette",2021,22206000,263.1505,26123202
"160","Taxes","Sales and Use Taxes","Commercial Motor Vehicle",2021,62370000,263.1505,73372246
"161","Taxes","Sales and Use Taxes","Mortgage",2021,896467000,263.1505,1054606340
"162","Taxes","Sales and Use Taxes","Stock Transfer",2021,0,263.1505,0
"163","Taxes","Sales and Use Taxes","Auto Use",2021,33640000,263.1505,39574192
"164","Taxes","Sales and Use Taxes","Other",2021,851000,263.1505,1001119
"165","Taxes","Personal Income Taxes","Personal Income Taxes",2021,15140380000,263.1505,17811186287
"166","Taxes","Income Taxes, Other","General Corporation",2021,5447251000,263.1505,6408161639
"167","Taxes","Income Taxes, Other","Financial Corporation",2021,413269000,263.1505,486170832
"168","Taxes","Income Taxes, Other","Unincorporated Business",2021,2183399000,263.1505,2568556821
"169","Taxes","Income Taxes, Other","Pass-through Entity Tax",2021,0,263.1505,0
"170","Taxes","Income Taxes, Other","Personal Income- (Non-Resident City Employees)",2021,187601000,263.1505,220694352
"171","Taxes","Income Taxes, Other","Utility",2021,362902000,263.1505,426918950
"172","Taxes","Other Taxes","Payments in Lieu of Taxes",2021,550063000,263.1505,647095685
"173","Taxes","Other Taxes","Hotel Room Occupancy",2021,106425000,263.1505,125198674
"174","Taxes","Other Taxes","Commercial Rents",2021,941341000,263.1505,1107396242
"175","Taxes","Other Taxes","Horse Race Admissions",2021,0,263.1505,0
"176","Taxes","Other Taxes","Conveyance of Real Property",2021,1058480000,263.1505,1245198896
"177","Taxes","Other Taxes","Beer and Liquor Excise",2021,20596000,263.1505,24229193
"178","Taxes","Other Taxes","Taxi Medallion Transfer",2021,244000,263.1505,287042
"179","Taxes","Other Taxes","Off-Track Betting Surtax",2021,643000,263.1505,756427
"180","Taxes","Other Taxes","Surcharge on Liquor Licenses",2021,6543000,263.1505,7697204
"181","Taxes","Other Taxes","Coin-operated Amusement Devices",2021,0,263.1505,0
"182","Taxes","Other Taxes","Refunds of Other Taxes",2021,-58393000,263.1505,-68693692
"183","Taxes","Other Taxes","Other",2021,545000,263.1505,641140
"184","Taxes","Penalties and Interest on Delinquent Taxes","Penalties and Interest on Real Estate Taxes",2021,108208000,263.1505,127296200
"185","Taxes","Penalties and Interest on Delinquent Taxes","Refunds--Penalties and Interest on Other Taxes",2021,-2787000,263.1505,-3278635
"186","Federal Grants and Contracts--Categorical","General Government","General Government",2021,4574414000,263.1505,5381353698
"187","Federal Grants and Contracts--Categorical","Public Safety and Judicial","Public Safety and Judicial",2021,250631000,263.1505,294843024
"188","Federal Grants and Contracts--Categorical","Education","Education",2021,2498003000,263.1505,2938657866
"189","Federal Grants and Contracts--Categorical","Social Services","Social Services",2021,3306074000,263.1505,3889274899
"190","Federal Grants and Contracts--Categorical","Environmental Protection","Environmental Protection",2021,4155000,263.1505,4887954
"191","Federal Grants and Contracts--Categorical","Transportation Services","Transportation Services",2021,77787000,263.1505,91508849
"192","Federal Grants and Contracts--Categorical","Parks, Recreation, and Cultural Activities","Parks, Recreation, and Cultural Activities",2021,215000,263.1505,252927
"193","Federal Grants and Contracts--Categorical","Housing","Housing",2021,598892000,263.1505,704538260
"194","Federal Grants and Contracts--Categorical","Health","Health",2021,1098430000,263.1505,1292196190
"195","Federal Grants and Contracts--Categorical","Libraries","Libraries",2021,0,263.1505,0
"196","Federal Grants and Contracts--Categorical","City University","City University",2021,31164000,263.1505,36661419
"197","State Grants and Contracts--Categorical","General Government","General Government",2021,1084303000,263.1505,1275577147
"198","State Grants and Contracts--Categorical","Public Safety and Judicial","Public Safety and Judicial",2021,94008000,263.1505,110591280
"199","State Grants and Contracts--Categorical","Education","Education",2021,10633009000,263.1505,12508702165
"200","State Grants and Contracts--Categorical","Social Services","Social Services",2021,1880330000,263.1505,2212025584
"201","State Grants and Contracts--Categorical","Environmental Protection","Environmental Protection",2021,865000,263.1505,1017588
"202","State Grants and Contracts--Categorical","Transportation Services","Transportation Services",2021,248582000,263.1505,292432575
"203","State Grants and Contracts--Categorical","Parks, Recreation and Cultural Activities","Parks, Recreation and Cultural Activities",2021,1021000,263.1505,1201107
"204","State Grants and Contracts--Categorical","Housing","Housing",2021,722000,263.1505,849363
"205","State Grants and Contracts--Categorical","Health","Health",2021,423063000,263.1505,497692522
"206","State Grants and Contracts--Categorical","City University","City University",2021,231044000,263.1505,271800822
"207","State Grants and Contracts--Categorical","General Debt Service Fund","General Debt Service Fund",2021,0,263.1505,0
"208","Non-Governmental Grants","General Government","General Government",2021,471786000,263.1505,555010398
"209","Non-Governmental Grants","Public Safety and Judicial","Public Safety and Judicial",2021,372045000,263.1505,437674801
"210","Non-Governmental Grants","Education","Education",2021,186847000,263.1505,219807345
"211","Non-Governmental Grants","Social Services","Social Services",2021,2315000,263.1505,2723373
"212","Non-Governmental Grants","Environmental Protection","Environmental Protection",2021,12366000,263.1505,14547398
"213","Non-Governmental Grants","Transportation Services","Transportation Services",2021,3794000,263.1505,4463272
"214","Non-Governmental Grants","Parks, Recreation and Cultural Activities","Parks, Recreation and Cultural Activities",2021,11490000,263.1505,13516869
"215","Non-Governmental Grants","Housing","Housing",2021,4027000,263.1505,4737374
"216","Non-Governmental Grants","Health","Health",2021,1866000,263.1505,2195168
"217","Non-Governmental Grants","Libraries","Libraries",2021,0,263.1505,0
"218","Non-Governmental Grants","City University","City University",2021,13650000,263.1505,16057899
"219","Provision for Disallowances Federal, State and Other Aid","Provision for Disallowances Federal, State and Other Aid","Provision for Disallowances Federal, State and Other Aid",2021,-24062000,263.1505,-28306606
"220","Unrestricted Federal and State Aid","Intergovernmental Aid","Intergovernmental Aid",2021,968000,263.1505,1138758
"221","Charges for Services","General Government Charges","General Government Charges",2021,862563000,263.1505,1014721577
"222","Charges for Services","Water and Sewer","Water and Sewer",2021,1687273000,263.1505,1984912778
"223","Charges for Services","Housing","Housing",2021,14088000,263.1505,16573163
"224","Charges for Services","Rental Income","Rental Income",2021,233535000,263.1505,274731241
"225","Investment Income","Investment Income","Investment Income",2021,14743000,263.1505,17343707
"226","Licenses, Permits, Privileges and Franchises","Licenses","Licenses",2021,63863000,263.1505,75128616
"227","Licenses, Permits, Privileges and Franchises","Permits","Permits",2021,265188000,263.1505,311967921
"228","Licenses, Permits, Privileges and Franchises","Privileges and Franchises","Privileges and Franchises",2021,296095000,263.1505,348327004
"229","Fines and Forfeitures","Fines","Fines",2021,1034804000,263.1505,1217346382
"230","Fines and Forfeitures","Forfeitures","Forfeitures",2021,868000,263.1505,1021118
"231","Miscellaneous","Miscellaneous","Miscellaneous",2021,1081818000,263.1505,1272653786
"232","Pollution Remediation-Bond Sales","Pollution Remediation-Bond Sales","Pollution Remediation-Bond Sales",2021,96428000,263.1505,113438175
"233","Transfer from General Debt Service Fund","Transfer from General Debt Service Fund","Transfer from General Debt Service Fund",2021,60554000,263.1505,71235899
"234","Transfer from Nonmajor Debt Service Fund","Transfer from Nonmajor Debt Service Fund","Transfer from Nonmajor Debt Service Fund",2021,247720000,263.1505,291418516
"235","Taxes","Real Estate Taxes","Real Estate Taxes",2020,29815935000,257.23,35882862862
"236","Taxes","Sales and Use Taxes","General Sales",2020,7385024000,257.23,8887724078
"237","Taxes","Sales and Use Taxes","Cigarette",2020,25746000,257.23,30984780
"238","Taxes","Sales and Use Taxes","Commercial Motor Vehicle",2020,63736000,257.23,76704962
"239","Taxes","Sales and Use Taxes","Mortgage",2020,974514000,257.23,1172807501
"240","Taxes","Sales and Use Taxes","Stock Transfer",2020,0,257.23,0
"241","Taxes","Sales and Use Taxes","Auto Use",2020,27952000,257.23,33639656
"242","Taxes","Sales and Use Taxes","Other",2020,1138000,257.23,1369560
"243","Taxes","Personal Income Taxes","Personal Income Taxes",2020,13591179000,257.23,16356703628
"244","Taxes","Income Taxes, Other","General Corporation",2020,5170058000,257.23,6222058178
"245","Taxes","Income Taxes, Other","Financial Corporation",2020,82902000,257.23,99770847
"246","Taxes","Income Taxes, Other","Unincorporated Business",2020,2053213000,257.23,2470999501
"247","Taxes","Income Taxes, Other","Pass-through Entity Tax",2020,0,257.23,0
"248","Taxes","Income Taxes, Other","Personal Income- (Non-Resident City Employees)",2020,184946000,257.23,222578697
"249","Taxes","Income Taxes, Other","Utility",2020,370877000,257.23,446342821
"250","Taxes","Other Taxes","Payments in Lieu of Taxes",2020,736618000,257.23,886504571
"251","Taxes","Other Taxes","Hotel Room Occupancy",2020,481739000,257.23,579762951
"252","Taxes","Other Taxes","Commercial Rents",2020,942889000,257.23,1134747466
"253","Taxes","Other Taxes","Horse Race Admissions",2020,25000,257.23,30087
"254","Taxes","Other Taxes","Conveyance of Real Property",2020,1140136000,257.23,1372130162
"255","Taxes","Other Taxes","Beer and Liquor Excise",2020,23787000,257.23,28627164
"256","Taxes","Other Taxes","Taxi Medallion Transfer",2020,532000,257.23,640251
"257","Taxes","Other Taxes","Off-Track Betting Surtax",2020,619000,257.23,744954
"258","Taxes","Other Taxes","Surcharge on Liquor Licenses",2020,5714000,257.23,6876681
"259","Taxes","Other Taxes","Coin-operated Amusement Devices",2020,0,257.23,0
"260","Taxes","Other Taxes","Refunds of Other Taxes",2020,-72945000,257.23,-87787803
"261","Taxes","Other Taxes","Other",2020,251000,257.23,302073
"262","Taxes","Penalties and Interest on Delinquent Taxes","Penalties and Interest on Real Estate Taxes",2020,90932000,257.23,109434787
"263","Taxes","Penalties and Interest on Delinquent Taxes","Refunds--Penalties and Interest on Other Taxes",2020,-7845000,257.23,-9441296
"264","Federal Grants and Contracts--Categorical","General Government","General Government",2020,3324971000,257.23,4001534026
"265","Federal Grants and Contracts--Categorical","Public Safety and Judicial","Public Safety and Judicial",2020,334376000,257.23,402414620
"266","Federal Grants and Contracts--Categorical","Education","Education",2020,1672438000,257.23,2012744641
"267","Federal Grants and Contracts--Categorical","Social Services","Social Services",2020,3012760000,257.23,3625794526
"268","Federal Grants and Contracts--Categorical","Environmental Protection","Environmental Protection",2020,35582000,257.23,42822203
"269","Federal Grants and Contracts--Categorical","Transportation Services","Transportation Services",2020,104223000,257.23,125430231
"270","Federal Grants and Contracts--Categorical","Parks, Recreation, and Cultural Activities","Parks, Recreation, and Cultural Activities",2020,-5114000,257.23,-6154594
"271","Federal Grants and Contracts--Categorical","Housing","Housing",2020,565660000,257.23,680760144
"272","Federal Grants and Contracts--Categorical","Health","Health",2020,349841000,257.23,421026429
"273","Federal Grants and Contracts--Categorical","Libraries","Libraries",2020,0,257.23,0
"274","Federal Grants and Contracts--Categorical","City University","City University",2020,0,257.23,0
"275","State Grants and Contracts--Categorical","General Government","General Government",2020,1004457000,257.23,1208843284
"276","State Grants and Contracts--Categorical","Public Safety and Judicial","Public Safety and Judicial",2020,126551000,257.23,152301519
"277","State Grants and Contracts--Categorical","Education","Education",2020,11493497000,257.23,13832186603
"278","State Grants and Contracts--Categorical","Social Services","Social Services",2020,1795717000,257.23,2161108375
"279","State Grants and Contracts--Categorical","Environmental Protection","Environmental Protection",2020,3431000,257.23,4129138
"280","State Grants and Contracts--Categorical","Transportation Services","Transportation Services",2020,234477000,257.23,282188234
"281","State Grants and Contracts--Categorical","Parks, Recreation and Cultural Activities","Parks, Recreation and Cultural Activities",2020,1101000,257.23,1325031
"282","State Grants and Contracts--Categorical","Housing","Housing",2020,814000,257.23,979632
"283","State Grants and Contracts--Categorical","Health","Health",2020,428008000,257.23,515098801
"284","State Grants and Contracts--Categorical","City University","City University",2020,245900000,257.23,295935579
"285","State Grants and Contracts--Categorical","General Debt Service Fund","General Debt Service Fund",2020,0,257.23,0
"286","Non-Governmental Grants","General Government","General Government",2020,510663000,257.23,614572389
"287","Non-Governmental Grants","Public Safety and Judicial","Public Safety and Judicial",2020,217719000,257.23,262020326
"288","Non-Governmental Grants","Education","Education",2020,144310000,257.23,173674109
"289","Non-Governmental Grants","Social Services","Social Services",2020,3312000,257.23,3985924
"290","Non-Governmental Grants","Environmental Protection","Environmental Protection",2020,7999000,257.23,9626632
"291","Non-Governmental Grants","Transportation Services","Transportation Services",2020,5123000,257.23,6165425
"292","Non-Governmental Grants","Parks, Recreation and Cultural Activities","Parks, Recreation and Cultural Activities",2020,14227000,257.23,17121901
"293","Non-Governmental Grants","Housing","Housing",2020,-963000,257.23,-1158951
"294","Non-Governmental Grants","Health","Health",2020,48755000,257.23,58675637
"295","Non-Governmental Grants","Libraries","Libraries",2020,135000,257.23,162470
"296","Non-Governmental Grants","City University","City University",2020,18042000,257.23,21713175
"297","Provision for Disallowances Federal, State and Other Aid","Provision for Disallowances Federal, State and Other Aid","Provision for Disallowances Federal, State and Other Aid",2020,-5082000,257.23,-6116082
"298","Unrestricted Federal and State Aid","Intergovernmental Aid","Intergovernmental Aid",2020,10861000,257.23,13070990
"299","Charges for Services","General Government Charges","General Government Charges",2020,951449000,257.23,1145049249
"300","Charges for Services","Water and Sewer","Water and Sewer",2020,1614829000,257.23,1943413398
"301","Charges for Services","Housing","Housing",2020,30729000,257.23,36981718
"302","Charges for Services","Rental Income","Rental Income",2020,258430000,257.23,311015175
"303","Investment Income","Investment Income","Investment Income",2020,136599000,257.23,164394079
